Date,ItraxxMain,ItraxxXover,CDX_IG,SPX_Price,SPX_Volume,EuSt_Price,EuSt_Volume
2009-12-23,99.7543,106.1837,97.1178,1120.59,632323072.0,2957.48,547128704.0
2009-12-24,99.779,106.3056,97.162,1126.48,261174064.0,2957.03,16486148.0
2009-12-29,99.8534,106.6526,97.1634,1126.2,489309856.0,2992.0801,578896000.0
2009-12-30,99.8081,106.4887,97.1032,1126.42,505905920.0,2966.24,529106880.0
2009-12-31,99.8023,106.463,97.0654,1115.1,552900736.0,2964.96,20148614.0
2010-01-04,99.901,107.2492,97.2161,1132.98,831694080.0,3017.8,670374912.0
2010-01-05,99.9704,107.9544,97.2818,1136.52,982244096.0,3012.3601,883116992.0
2010-01-06,100.0478,108.3224,97.4524,1137.14,926802304.0,3009.6599,514131584.0
2010-01-07,100.1844,108.2625,97.3684,1141.7,1068760320.0,3007.3401,803895424.0
2010-01-08,100.1144,108.236,97.4233,1144.98,871631040.0,3017.8501,915756224.0
2010-01-11,100.2221,108.8231,97.5175,1146.98,811761472.0,3010.24,751872576.0
2010-01-12,100.1107,108.1547,97.3915,1136.22,966525824.0,2976.8899,827976576.0
2010-01-13,99.9886,107.5953,97.3653,1145.68,854820352.0,2978.4099,680847488.0
2010-01-14,99.9652,107.7848,97.3202,1148.46,836941824.0,2989.71,790823936.0
2010-01-15,99.8417,107.4938,97.1798,1136.03,1377432064.0,2940.25,1050864512.0
2010-01-19,99.7571,107.6926,97.1436,1150.23,913766336.0,2984.8201,1011859008.0
2010-01-20,99.6549,107.0359,97.1279,1138.04,950760640.0,2914.6001,1088343680.0
2010-01-21,99.6304,106.5793,96.898,1116.48,1383216256.0,2863.25,1178748416.0
2010-01-22,99.4809,106.0419,96.6421,1091.76,1374377984.0,2836.8,1558375808.0
2010-01-25,99.4348,105.6695,96.6885,1096.79,968277632.0,2807.3,1022131200.0
2010-01-26,99.5447,106.2471,96.7371,1092.17,1074959488.0,2827.74,1191634432.0
2010-01-27,99.4884,105.7887,96.6826,1097.5,1211327616.0,2787.3999,1044331072.0
2010-01-28,99.4972,106.0222,96.6556,1084.53,1139757824.0,2737.3301,1432090112.0
2010-01-29,99.456,105.9908,96.6297,1073.87,1521130496.0,2776.8301,1248770560.0
2010-02-01,99.4438,105.7153,96.7129,1089.19,943527360.0,2793.29,903641280.0
2010-02-02,99.4918,106.2814,96.821,1103.32,1068160256.0,2830.01,1503298048.0
2010-02-03,99.5341,106.5215,96.8453,1097.28,987324352.0,2804.6101,1272213120.0
2010-02-04,99.3041,105.413,96.5199,1063.11,1349170560.0,2707.45,1661786112.0
2010-02-05,99.0836,104.4267,96.4335,1066.19,1380081792.0,2631.6399,2148444160.0
2010-02-08,98.9299,104.262,96.2347,1056.74,992502016.0,2664.29,1394978688.0
2010-02-09,98.9851,104.6258,96.4028,1070.52,1077160064.0,2668.4299,1321344128.0
2010-02-10,99.1848,105.1794,96.446,1068.14,911722624.0,2700.1699,1257960448.0
2010-02-11,99.2346,104.944,96.5984,1078.47,945194304.0,2680.25,1148849024.0
2010-02-12,99.1381,104.28,96.5602,1075.51,1183899904.0,2674.46,917785856.0
2010-02-16,99.0851,103.9091,96.6102,1094.87,959167232.0,2720.77,781621632.0
2010-02-17,99.2148,104.5835,96.6989,1099.51,901258752.0,2762.25,949293248.0
2010-02-18,99.2776,104.8041,96.8581,1106.75,837591360.0,2778.3,906455360.0
2010-02-19,99.4139,105.5077,96.9303,1109.17,1066542912.0,2793.3701,911819904.0
2010-02-22,99.4725,106.2519,96.9377,1108.02,827228544.0,2778.1201,661913408.0
2010-02-23,99.3682,105.5654,96.8061,1094.6,918464192.0,2730.5701,936542400.0
2010-02-24,99.359,105.4126,96.8363,1105.24,880598784.0,2734.95,969801536.0
2010-02-25,99.2253,104.9857,96.8141,1102.94,994145920.0,2684.4199,1074503680.0
2010-02-26,99.4108,105.7978,96.9209,1104.49,1046296256.0,2728.47,978038528.0
2010-03-01,99.4838,106.4088,97.0608,1115.71,833784384.0,2772.7,779232064.0
2010-03-02,99.5829,106.8058,97.0208,1118.31,946281344.0,2796.3301,708148736.0
2010-03-03,99.6806,107.148,97.0678,1118.79,844961280.0,2822.5901,880132864.0
2010-03-04,99.6297,106.7939,97.0598,1122.97,831226816.0,2816.1001,921197888.0
2010-03-05,99.7438,107.6238,97.2048,1138.7,880578496.0,2877.4399,914101184.0
2010-03-08,99.9428,108.4466,97.3402,1138.51,787671808.0,2879.29,549056640.0
2010-03-09,99.9147,108.0939,97.3018,1140.45,1014390720.0,2880.71,656969344.0
2010-03-10,99.9662,108.5355,97.3269,1145.61,1026891968.0,2909.3999,718002048.0
2010-03-11,99.8845,108.0794,97.3135,1150.24,866758208.0,2895.74,645468288.0
2010-03-12,99.958,108.3484,97.3232,1149.99,916260160.0,2898.3601,688940416.0
2010-03-15,99.8432,107.738,97.2926,1150.51,826311488.0,2870.55,621120384.0
2010-03-16,99.9029,108.1202,97.3444,1159.46,915755456.0,2905.9299,707994688.0
2010-03-17,99.9782,108.5682,97.3632,1166.21,871149888.0,2931.3101,1007020992.0
2010-03-18,99.8768,108.0646,97.3002,1165.83,800848896.0,2913.74,814809088.0
2010-03-19,99.7451,107.6474,97.1819,1159.9,1775162624.0,2897.95,1679988096.0
2010-03-22,99.7203,107.6288,97.2299,1165.81,831607808.0,2890.75,768424896.0
2010-03-23,99.8467,108.4467,97.3772,1174.17,866811904.0,2910.52,900912704.0
2010-03-24,99.8626,108.6134,97.3085,1167.72,884546240.0,2903.9399,892258368.0
2010-03-25,99.8782,108.87,97.3318,1165.73,1040173376.0,2948.0901,710419200.0
2010-03-26,99.8837,109.0354,97.3328,1166.59,870091392.0,2940.9399,777084608.0
2010-03-29,99.9179,109.2633,97.4313,1173.22,781064320.0,2947.49,668735232.0
2010-03-30,99.9188,109.3851,97.3902,1173.27,768514368.0,2939.6799,707976704.0
2010-03-31,99.8709,109.1998,97.307,1169.43,955649600.0,2931.1599,859118976.0
2010-04-01,99.9254,109.4527,97.364,1178.1,792414976.0,2978.5,804199680.0
2010-04-06,99.9843,109.7393,97.5082,1189.44,779170624.0,2989.49,822351552.0
2010-04-07,99.8391,109.2171,97.351,1182.45,957546944.0,2974.6201,811047168.0
2010-04-08,99.6987,109.0601,97.379,1186.44,895926912.0,2942.3101,873500992.0
2010-04-09,99.8576,109.6613,97.4465,1194.37,790330688.0,2993.54,887892480.0
2010-04-12,99.9433,110.2045,97.512,1196.48,739344768.0,3002.23,837419072.0
2010-04-13,100.0455,110.7441,97.5368,1197.3,862447168.0,2988.24,1047429696.0
2010-04-14,100.0174,110.9126,97.5876,1210.65,1039779968.0,3008.03,865557376.0
2010-04-15,100.0341,110.9645,97.6273,1211.67,1042352000.0,3012.6499,917846592.0
2010-04-16,99.8726,110.3004,97.3977,1192.13,1620067840.0,2949.6499,1475855488.0
2010-04-19,99.6754,109.5004,97.323,1197.52,1074467200.0,2940.1899,1059894144.0
2010-04-20,99.7968,110.2565,97.4625,1207.18,973244224.0,2983.9099,1099495168.0
2010-04-21,99.7196,110.119,97.3896,1205.95,1120279040.0,2947.6399,955328256.0
2010-04-22,99.5178,109.438,97.3162,1208.67,1175807616.0,2897.5901,1376128768.0
2010-04-23,99.531,109.7368,97.3182,1217.28,1065147264.0,2918.1101,1118106624.0
2010-04-26,99.456,109.8673,97.2429,1212.05,1028639488.0,2947.04,987487424.0
2010-04-27,99.1401,108.891,96.9459,1183.71,1382344832.0,2838.78,1441708032.0
2010-04-28,99.0332,108.3298,97.0805,1191.36,1253843072.0,2788.54,2271369728.0
2010-04-29,99.4003,109.3852,97.309,1206.78,1125186432.0,2828.1201,1712335104.0
2010-04-30,99.526,109.6073,97.2008,1186.69,1297827200.0,2816.8601,1659583104.0
2010-05-04,99.0848,108.332,96.9456,1173.6,1250088832.0,2708.1201,2191002368.0
2010-05-05,98.6394,106.9653,96.6286,1165.9,1209548416.0,2679.3,2461460992.0
2010-05-06,97.9844,104.6287,95.5878,1128.15,2144131584.0,2611.4099,2834488832.0
2010-05-07,96.9771,102.1314,95.9732,1110.89,2040945024.0,2500.1799,3136781568.0
2010-05-10,98.7977,106.4303,96.8548,1159.73,1563011712.0,2758.8899,3350774272.0
2010-05-11,98.8318,106.69,96.8209,1155.79,1197898880.0,2730.48,2154557952.0
2010-05-12,99.1862,108.106,96.9423,1171.67,1043704768.0,2764.3101,1937791360.0
2010-05-13,99.0493,108.1521,96.8409,1157.44,982181120.0,2764.05,1509303936.0
2010-05-14,98.5149,106.1064,96.4816,1135.68,1274036224.0,2633.9199,2553639936.0
2010-05-17,98.2563,105.1334,96.4321,1136.94,1154403712.0,2635.3401,2108777856.0
2010-05-18,98.4448,105.1771,96.0316,1120.8,1260318720.0,2698.21,1860892672.0
2010-05-19,97.9759,103.2605,96.2404,1115.05,1322549888.0,2619.48,2423456256.0
2010-05-20,97.7071,102.1431,95.8236,1071.59,1724768768.0,2569.5801,2007226112.0
2010-05-21,97.9176,102.537,95.963,1087.69,2020526848.0,2574.1799,2310018304.0
2010-05-24,97.9957,102.9208,95.8175,1073.65,1071893568.0,2558.27,972998464.0
2010-05-25,97.6203,101.3594,95.7158,1074.03,1509072512.0,2488.5,2430547200.0
2010-05-26,97.9094,102.5657,95.786,1067.95,1546073472.0,2530.3401,2148049152.0
2010-05-27,98.127,103.805,96.189,1103.06,1163032448.0,2619.3601,1946504832.0
2010-05-28,98.107,104.0696,96.1083,1089.41,1193424512.0,2614.0601,1580114816.0
2010-06-01,97.9372,103.5173,95.9256,1070.71,1147699456.0,2606.5801,1766165248.0
2010-06-02,97.8841,103.2038,96.1121,1098.38,1068918528.0,2601.98,1316770816.0
2010-06-03,98.0884,104.1787,96.1467,1102.83,986415232.0,2634.1599,1294972032.0
2010-06-04,97.7845,102.9029,95.7593,1064.88,1353857792.0,2553.5901,1739788928.0
2010-06-07,97.357,101.68,95.5775,1050.47,1185889280.0,2529.97,1504669184.0
2010-06-08,97.0942,101.2766,95.5975,1062.0,1363362944.0,2510.8401,1820887808.0
2010-06-09,97.3043,101.9994,95.5224,1055.69,1388813312.0,2556.6799,1464708736.0
2010-06-10,97.4987,102.4708,95.7639,1086.84,1098729344.0,2608.74,1581751040.0
2010-06-11,97.6333,102.7266,95.7867,1091.6,859037952.0,2638.3101,1767914368.0
2010-06-14,97.782,103.5096,95.9263,1089.63,873087168.0,2683.46,1427996032.0
2010-06-15,97.7096,103.7104,96.0919,1115.23,959341504.0,2716.3,1563190400.0
2010-06-16,97.7649,104.1239,96.1462,1114.61,842742336.0,2718.73,1710740096.0
2010-06-17,97.9897,104.8954,96.3253,1116.04,901275072.0,2728.1201,1461255552.0
2010-06-18,98.1946,105.7503,96.4865,1117.51,1458228864.0,2737.02,2275933440.0
2010-06-21,98.4339,106.679,96.5927,1113.2,847265280.0,2768.27,964823360.0
2010-06-22,98.1885,105.8055,96.2936,1095.31,895109824.0,2745.97,1207025664.0
2010-06-23,97.8843,104.9693,96.2555,1092.04,927800896.0,2704.8,1104956288.0
2010-06-24,97.6569,104.2394,96.08,1073.69,1088670848.0,2645.3201,1343825024.0
2010-06-25,97.821,104.851,96.3225,1076.77,1793467136.0,2629.25,1393311488.0
2010-06-28,97.9121,105.0022,96.2479,1074.57,790916480.0,2668.6699,1096499456.0
2010-06-29,97.5623,103.575,95.9759,1041.24,1368639872.0,2556.3401,1335980032.0
2010-06-30,97.6966,103.7943,95.9581,1030.71,1179512576.0,2573.3201,1582952704.0
2010-07-01,97.6073,103.3748,95.9654,1027.37,1335910272.0,2518.6499,1609962752.0
2010-07-02,97.8404,104.1644,95.9719,1022.58,918080640.0,2522.3601,1116280192.0
2010-07-06,97.9535,104.5099,96.0185,1028.06,1049262272.0,2578.6899,1121151104.0
2010-07-07,98.0088,104.5944,96.2602,1060.27,1075752320.0,2634.3899,1450135936.0
2010-07-08,98.2593,105.6685,96.3937,1070.24,965450944.0,2666.4199,1324493824.0
2010-07-09,98.3568,105.8073,96.5233,1077.96,731994816.0,2681.2,988617344.0
2010-07-12,98.3137,105.7031,96.468,1078.75,703841792.0,2686.0901,785832832.0
2010-07-13,98.3825,106.3196,96.6633,1095.34,961383488.0,2737.5901,962870720.0
2010-07-14,98.4487,106.3249,96.608,1095.17,931189760.0,2738.96,875949568.0
2010-07-15,98.3421,105.9953,96.6373,1096.48,970813888.0,2702.8101,1078303488.0
2010-07-16,98.287,105.7342,96.4268,1064.88,1363156992.0,2645.6101,1243207680.0
2010-07-19,98.1783,105.5184,96.4387,1071.25,816167616.0,2634.6001,1085934848.0
2010-07-20,98.2025,105.8261,96.5716,1083.48,970453760.0,2627.28,1349872128.0
2010-07-21,98.4259,106.3295,96.5086,1069.59,1105002624.0,2639.52,1307328896.0
2010-07-22,98.4526,106.7189,96.6507,1093.67,1027678848.0,2714.21,1305131776.0
2010-07-23,98.5427,106.9968,96.7411,1102.66,999467392.0,2719.1299,875843456.0
2010-07-26,98.8241,108.0703,96.8998,1115.01,849911552.0,2743.1201,1078986112.0
2010-07-27,98.948,108.2448,96.9268,1113.84,911918208.0,2769.3101,1407827456.0
2010-07-28,98.8544,107.9428,96.8122,1106.13,848121024.0,2766.1101,1107754624.0
2010-07-29,98.9394,108.3969,96.8774,1101.53,1055977024.0,2752.9299,1008609344.0
2010-07-30,98.893,108.2413,96.8499,1101.6,1011304384.0,2742.1399,1046747968.0
2010-08-02,99.1338,109.1716,97.0926,1125.86,853537216.0,2822.1699,1045300544.0
2010-08-03,99.2569,109.3526,97.04,1120.46,810091136.0,2818.97,926494016.0
2010-08-04,99.2034,109.1587,97.0819,1127.24,806623680.0,2825.0801,1160828288.0
2010-08-05,99.0659,108.6629,96.9919,1125.82,698856832.0,2819.3401,961410112.0
2010-08-06,98.9774,108.658,96.882,1121.64,787097024.0,2779.3401,978395264.0
2010-08-09,99.0098,108.788,96.9823,1127.79,659627904.0,2827.27,550261248.0
2010-08-10,98.8931,108.2542,96.8661,1121.06,861039040.0,2800.02,710601920.0
2010-08-11,98.6251,107.3859,96.6624,1089.47,985598592.0,2724.1599,848361280.0
2010-08-12,98.5116,106.9796,96.6721,1083.61,899312832.0,2720.8501,946902592.0
2010-08-13,98.5942,107.1234,96.7174,1079.25,718097472.0,2708.73,913318912.0
2010-08-16,98.4914,107.0044,96.6219,1079.38,665199680.0,2698.29,631863680.0
2010-08-17,98.7415,107.9951,96.7873,1092.54,829588864.0,2737.6899,710179648.0
2010-08-18,98.8851,108.3798,96.8446,1094.16,791465920.0,2728.6599,721651264.0
2010-08-19,98.7516,107.8698,96.7129,1075.63,985631424.0,2675.02,930426816.0
2010-08-20,98.5761,107.3743,96.7035,1071.69,1072527424.0,2643.98,851805504.0
2010-08-23,98.6489,107.6549,96.6951,1067.36,744486848.0,2660.8401,605750336.0
2010-08-24,98.5042,107.0832,96.5622,1051.87,1014908416.0,2614.54,883669376.0
2010-08-25,98.4023,106.5402,96.5504,1055.33,930268160.0,2587.3999,1021210752.0
2010-08-26,98.426,106.7722,96.4798,1047.22,853265536.0,2606.8899,911272768.0
2010-08-27,98.3983,106.6995,96.6361,1064.59,943549184.0,2630.3501,959008960.0
2010-08-31,98.3921,106.4696,96.4941,1049.33,1246470912.0,2622.95,1105339520.0
2010-09-01,98.6534,107.4964,96.7362,1080.29,1000253312.0,2715.27,1149862656.0
2010-09-02,98.8245,108.1504,96.8614,1090.1,757473984.0,2715.1899,793045504.0
2010-09-03,98.9489,108.5847,96.9653,1104.51,769155008.0,2746.23,911431808.0
2010-09-07,98.7955,107.9614,96.8387,1091.84,717802176.0,2727.1599,778164544.0
2010-09-08,98.836,108.258,96.9143,1098.87,777875392.0,2752.8899,855729856.0
2010-09-09,98.9393,108.651,96.9534,1104.18,727391232.0,2782.4299,965699008.0
2010-09-10,99.013,109.0084,97.0334,1109.55,661887424.0,2780.3999,868360384.0
2010-09-13,99.0605,109.4255,97.0503,1121.9,825869056.0,2805.0601,887472832.0
2010-09-14,99.0228,109.1661,97.001,1121.1,816841024.0,2806.47,907708352.0
2010-09-15,99.0001,109.1902,97.0057,1125.07,846609536.0,2794.3601,864219712.0
2010-09-16,98.972,109.2408,96.995,1124.66,817554496.0,2784.6101,808867392.0
2010-09-17,98.9454,109.2477,96.9973,1125.59,1753868288.0,2757.3701,1891558016.0
2010-09-20,98.9731,109.8619,97.1067,1142.71,785334272.0,2802.6699,882021760.0
2010-09-21,99.0012,109.9222,97.0116,1139.78,912475904.0,2794.55,1181696256.0
2010-09-22,98.7957,109.5232,96.8611,1134.28,852552192.0,2752.77,1306514432.0
2010-09-23,98.6601,109.0723,96.7259,1124.83,773051968.0,2738.6101,1091100160.0
2010-09-24,98.8284,109.6459,96.9546,1148.67,874896576.0,2792.75,1136487296.0
2010-09-27,98.8068,109.7118,96.9016,1142.16,722154752.0,2776.3301,741416384.0
2010-09-28,98.7285,109.4917,96.9557,1147.7,851230528.0,2774.6201,1048302336.0
2010-09-29,98.9062,109.8533,97.0261,1144.73,816416576.0,2752.71,989482240.0
2010-09-30,98.9566,110.0689,97.0639,1141.2,1042108096.0,2747.8999,1234765952.0
2010-10-01,99.039,110.3133,97.1831,1146.24,858112576.0,2732.9099,1409398912.0
2010-10-04,99.0091,110.422,97.152,1137.03,784090752.0,2701.02,975936128.0
2010-10-05,99.2002,111.1088,97.4565,1160.75,1029490304.0,2758.5601,1207906688.0
2010-10-06,99.4052,111.6999,97.4605,1159.97,825094336.0,2780.0,1182821504.0
2010-10-07,99.3293,111.718,97.4797,1158.06,753422720.0,2786.8799,1182529920.0
2010-10-08,99.3907,112.0232,97.565,1165.15,778584896.0,2785.4299,1188964608.0
2010-10-12,99.4435,112.3297,97.5576,1169.77,786021632.0,2775.75,842105664.0
2010-10-13,99.6406,113.0101,97.6322,1178.1,1119281408.0,2840.55,958816512.0
2010-10-14,99.4648,112.4007,97.4928,1173.81,1016390272.0,2836.1101,868030848.0
2010-10-15,99.4048,112.0648,97.4734,1176.19,1282779520.0,2841.6499,1133804160.0
2010-10-18,99.3903,111.9648,97.5798,1184.71,876992192.0,2850.72,830302464.0
2010-10-19,99.4288,111.9252,97.4263,1165.9,1066358976.0,2837.3301,1070851264.0
2010-10-20,99.4476,112.0236,97.5406,1178.17,939912896.0,2851.52,781500416.0
2010-10-21,99.5694,112.6546,97.581,1180.27,856681664.0,2882.29,999138944.0
2010-10-22,99.5462,112.6633,97.6144,1183.08,634971008.0,2873.74,855404544.0
2010-10-25,99.7313,113.3641,97.7632,1185.62,841942336.0,2871.48,914947712.0
2010-10-26,99.7221,113.1248,97.8091,1185.64,789571264.0,2856.3101,831452160.0
2010-10-27,99.5855,112.5657,97.7445,1182.45,833966080.0,2829.4199,897179584.0
2010-10-28,99.629,112.7867,97.7416,1183.78,793657856.0,2845.53,914764416.0
2010-10-29,99.6425,112.831,97.7246,1183.26,875666624.0,2844.99,940211328.0
2010-11-01,99.6276,112.9439,97.736,1184.39,726519424.0,2836.73,1331970048.0
2010-11-02,99.6717,113.3139,97.827,1193.57,704972416.0,2861.01,919838208.0
2010-11-03,99.59,112.9526,97.8812,1197.96,874157056.0,2830.4299,852006016.0
2010-11-04,99.7604,114.0062,98.1307,1221.06,1114513536.0,2884.21,1213045760.0
2010-11-05,99.6989,114.2081,98.1667,1225.85,1013145088.0,2875.9399,1414584576.0
2010-11-08,99.5413,113.6097,98.0689,1223.25,711390016.0,2867.96,888147648.0
2010-11-09,99.5867,113.978,97.9464,1213.4,864957952.0,2890.6399,1038079808.0
2010-11-10,99.418,113.1448,97.9427,1218.71,869243648.0,2845.9299,1404485632.0
2010-11-12,99.4051,112.8457,97.7962,1199.21,883345216.0,2822.4299,1591053440.0
2010-11-15,99.5042,113.1448,97.8171,1197.75,744802176.0,2848.45,930138176.0
2010-11-16,99.3681,112.3924,97.7663,1178.34,1075089408.0,2781.77,900075264.0
2010-11-17,99.4868,112.7728,97.8609,1178.59,776748160.0,2802.7,893797376.0
2010-11-18,99.5763,113.2717,97.9592,1196.69,868558720.0,2855.23,928538496.0
2010-11-19,99.5435,113.1665,97.997,1199.73,976933696.0,2845.75,1096241280.0
2010-11-22,99.4631,112.9458,97.9451,1197.84,746055040.0,2811.4299,944786176.0
2010-11-23,99.2756,112.1428,97.753,1180.73,844851072.0,2739.3701,1454135808.0
2010-11-24,99.281,112.0682,97.8381,1198.35,688840768.0,2758.02,1370265600.0
2010-11-26,99.1539,111.5653,97.743,1189.4,325285856.0,2736.96,1300606464.0
2010-11-29,98.9945,110.7729,97.6947,1187.76,745963264.0,2669.96,1464701056.0
2010-11-30,98.8086,110.2335,97.5723,1180.55,1131712896.0,2650.99,1700283136.0
2010-12-01,99.0325,111.2086,97.7485,1206.07,893736640.0,2721.8701,1600619264.0
2010-12-02,99.2935,112.4169,97.9031,1221.53,903876160.0,2781.3899,2160854016.0
2010-12-03,99.3049,112.8596,97.9417,1224.71,706630912.0,2782.3899,1293295488.0
2010-12-06,99.3035,112.9689,97.9938,1223.12,619174144.0,2769.96,868995136.0
2010-12-07,99.4594,113.6236,98.0302,1223.75,1374114176.0,2802.74,966530624.0
2010-12-08,99.3789,113.4591,98.093,1228.28,868301504.0,2818.95,859025344.0
2010-12-09,99.3571,113.6255,98.1481,1233.0,773188352.0,2840.71,1056282240.0
2010-12-10,99.284,113.3685,98.1622,1240.4,761850368.0,2839.53,730116352.0
2010-12-13,99.406,114.1258,98.2053,1240.46,797180928.0,2855.3701,858717056.0
2010-12-14,99.4496,114.3211,98.2289,1241.59,774835904.0,2861.6699,832074048.0
2010-12-15,99.482,114.1972,98.1786,1235.23,885446656.0,2841.99,1157458816.0
2010-12-16,99.4515,113.9911,98.2265,1242.87,792527808.0,2845.78,1007163264.0
2010-12-17,99.389,113.8992,98.2138,1243.91,1714611328.0,2821.77,1838394752.0
2010-12-20,99.3597,113.9236,98.2663,1247.08,654606784.0,2839.22,891885952.0
2010-12-21,99.4238,114.2646,98.3044,1254.6,615862528.0,2876.99,748369472.0
2010-12-22,99.4691,114.5644,98.307,1258.84,621290944.0,2869.6299,624399744.0
2010-12-23,99.4066,114.4264,98.2726,1256.77,457755040.0,2864.52,455421536.0
2010-12-29,99.4311,114.4882,98.2948,1259.78,368344512.0,2841.23,445435904.0
2010-12-30,99.4573,114.5947,98.3103,1257.88,346177088.0,2807.04,652534976.0
2010-12-31,99.494,114.6881,98.3086,1257.64,432436960.0,2792.8201,20567370.0
2011-01-04,99.72,115.8697,98.4533,1270.2,836118720.0,2844.1699,1008768640.0
2011-01-05,99.6139,115.6917,98.4208,1276.56,817191168.0,2833.74,1025877376.0
2011-01-06,99.3369,115.0633,98.2507,1273.85,888495232.0,2836.23,930482112.0
2011-01-07,99.163,114.5912,98.17,1271.5,864511616.0,2808.25,1236032128.0
2011-01-10,99.0214,113.7433,98.1535,1269.75,747989120.0,2760.8799,1227935232.0
2011-01-11,99.2146,114.6483,98.2911,1274.48,723910464.0,2796.6001,1201840384.0
2011-01-12,99.4918,115.6642,98.3903,1285.96,747124608.0,2879.1101,1965321856.0
2011-01-13,99.4854,115.8703,98.3528,1283.76,753214528.0,2915.6201,1827355776.0
2011-01-14,99.5333,115.924,98.428,1293.24,863770432.0,2920.3999,1218961920.0
2011-01-18,99.5641,116.2752,98.469,1295.02,1003499264.0,2945.6201,1154722560.0
2011-01-19,99.6051,116.1347,98.4114,1281.92,843161728.0,2923.76,1466122112.0
2011-01-20,99.6377,115.7599,98.3869,1280.26,967817024.0,2927.4199,1566231040.0
2011-01-21,99.7754,116.1961,98.463,1283.35,1068224896.0,2970.5601,1878120576.0
2011-01-24,99.9759,116.9151,98.5245,1290.84,762198016.0,2979.0601,1067433088.0
2011-01-25,99.7883,116.4228,98.4828,1291.18,848270720.0,2957.78,1288077824.0
2011-01-26,99.8036,116.4869,98.489,1296.63,872436416.0,2967.78,1049705088.0
2011-01-27,99.7765,116.1856,98.4768,1299.54,810690496.0,2989.75,1490171648.0
2011-01-28,99.7886,116.0324,98.3301,1276.34,1040999808.0,2954.1299,1403194880.0
2011-01-31,99.8654,116.0397,98.4199,1286.12,949068608.0,2953.6299,1258485504.0
2011-02-01,99.9731,116.5628,98.4889,1307.59,849842880.0,3006.8101,1221243776.0
2011-02-02,99.9743,116.7287,98.4937,1304.03,731027648.0,3012.7,1273691648.0
2011-02-03,99.9222,116.4208,98.5299,1307.1,794489024.0,2995.49,1414532736.0
2011-02-04,99.9884,116.8047,98.5543,1310.87,716126656.0,3003.1899,1063305024.0
2011-02-07,99.9858,117.1424,98.6315,1319.05,697185920.0,3031.1799,1090192768.0
2011-02-08,100.021,117.3629,98.669,1324.57,666972864.0,3042.5,1094370432.0
2011-02-09,99.9811,117.2007,98.5719,1320.88,758001536.0,3031.6201,940069952.0
2011-02-10,99.9304,117.0239,98.5554,1321.87,923023168.0,3025.6799,1131983872.0
2011-02-11,99.9766,116.9151,98.6307,1329.15,781892096.0,3024.3701,1077954944.0
2011-02-14,99.9163,116.911,98.625,1332.32,678461952.0,3018.3799,817848192.0
2011-02-15,99.9106,116.9291,98.6003,1328.01,744584320.0,3030.46,1104014592.0
2011-02-16,100.0002,117.4252,98.6277,1336.32,800258752.0,3061.9199,1318665984.0
2011-02-17,100.0031,117.8652,98.6832,1340.43,716665600.0,3064.54,1103336960.0
2011-02-18,99.9936,117.9303,98.6693,1343.01,1009118208.0,3068.0,1219444352.0
2011-02-22,99.8345,117.5494,98.4961,1315.45,1043565504.0,2983.3301,957040832.0
2011-02-23,99.7611,117.0777,98.3795,1307.4,1053217984.0,2954.9199,1204140672.0
2011-02-24,99.7606,117.0177,98.4269,1306.1,943677568.0,2949.1299,1110072832.0
2011-02-25,99.9025,117.4131,98.5347,1319.88,730543296.0,2985.02,1074831616.0
2011-02-28,99.9801,117.8079,98.5898,1327.22,964734208.0,3013.0901,1051168896.0
2011-03-01,99.9284,117.8878,98.4776,1306.33,921090816.0,2983.27,1146413056.0
2011-03-02,99.9028,117.8938,98.4609,1308.44,809748096.0,2958.8,1228422656.0
2011-03-03,99.9135,118.0659,98.5757,1330.97,845580992.0,2969.24,1350617088.0
2011-03-04,99.8903,117.8843,98.5249,1321.15,826816192.0,2949.1799,1127155712.0
2011-03-07,99.8007,117.6468,98.5055,1310.13,834876160.0,2931.4199,1150117376.0
2011-03-08,99.8443,117.9064,98.53,1321.82,774920448.0,2945.4199,1097638016.0
2011-03-09,99.8253,117.9571,98.4866,1320.03,711164224.0,2935.1101,1087964032.0
2011-03-10,99.7523,117.6995,98.3792,1295.11,913613248.0,2909.73,958956032.0
2011-03-11,99.7452,117.511,98.4298,1304.28,739804608.0,2883.8401,1086068992.0
2011-03-14,99.8524,117.8034,98.4026,1296.39,765998208.0,2852.1101,1804870912.0
2011-03-15,99.7286,117.148,98.3169,1281.87,1057689664.0,2784.2,2125547904.0
2011-03-16,99.6873,116.9648,98.1995,1256.88,1202135424.0,2721.24,1891302400.0
2011-03-17,99.8017,117.2035,98.2968,1273.71,869740800.0,2786.1599,1600942592.0
2011-03-18,99.9386,118.0191,98.4339,1279.21,1499180800.0,2792.6101,2020423552.0
2011-03-21,100.0784,118.4473,98.4847,1298.38,801507520.0,2860.8101,1094187136.0
2011-03-22,99.959,118.2015,98.4356,1293.77,648375744.0,2854.79,1138758656.0
2011-03-23,99.9177,118.0446,98.4317,1297.54,710206144.0,2866.23,1007446784.0
2011-03-24,100.0486,118.3309,98.5214,1309.66,707847872.0,2909.78,1152137600.0
2011-03-25,99.9644,118.0561,98.4876,1313.8,667110272.0,2911.3301,788218240.0
2011-03-28,100.006,118.0222,98.4501,1310.19,603812928.0,2914.76,756343488.0
2011-03-29,100.0018,118.1899,98.4377,1319.44,599026496.0,2910.9299,1147628288.0
